loan_amount,annual_income,credit_score,employment_years,debt_to_income,num_credit_lines,num_delinquencies,loan_purpose,default
38879,103984,635,26,0.7,11,6,education,1
40520,145172,796,20,0.67,6,1,home,0
40132,121069,741,14,0.4,3,4,auto,0
4626,137505,557,27,0.4,9,5,education,1
21400,109711,591,21,0.62,3,8,auto,1
37643,86252,424,22,0.15,1,7,home,1
39265,99386,474,15,0.51,2,6,business,1
16979,138728,791,8,0.38,15,0,business,0
12529,21711,379,7,0.57,11,9,personal,1
17645,45801,604,4,0.07,8,2,auto,0
27424,107287,809,14,0.46,16,0,personal,0
14382,124565,643,6,0.44,17,9,education,0
5025,134696,390,23,0.64,3,5,personal,1
44226,110709,468,16,0.52,8,2,home,1
14844,73270,633,15,0.67,7,1,personal,0
5175,91622,535,23,0.67,3,9,education,1
31519,75535,698,10,0.34,7,1,education,0
10174,144488,776,6,0.15,5,7,home,0
4443,132666,834,10,0.49,1,0,auto,0
22395,96759,387,27,0.66,5,8,business,0
11725,36220,552,27,0.1,3,6,home,1
34461,33392,657,1,0.44,18,0,business,0
42115,105587,357,1,0.13,19,4,home,1
45548,22246,698,27,0.07,10,4,home,0
32351,40010,820,5,0.53,4,1,personal,0
19196,146951,824,2,0.53,13,0,personal,0
47609,88358,716,0,0.47,1,6,personal,1
15254,110203,692,23,0.65,4,8,home,0
15021,37234,521,22,0.11,9,7,personal,0
47136,116190,628,19,0.12,17,6,home,1
6724,135795,671,15,0.66,11,3,personal,1
29690,69451,810,13,0.4,7,9,business,0
2407,142790,452,16,0.24,7,6,auto,0
9032,145223,779,17,0.57,13,7,personal,0
48340,149670,319,24,0.68,19,8,education,0
18794,95205,527,3,0.53,17,8,auto,1
20881,41784,645,2,0.6,18,4,education,1
21756,49672,318,7,0.25,13,4,auto,1
41162,21082,743,3,0.25,17,5,personal,0
30416,31148,667,22,0.65,18,7,business,0
45354,47494,446,14,0.48,2,2,personal,1
26752,126471,803,12,0.21,19,2,home,0
13926,95093,729,13,0.42,15,4,education,0
34765,71952,739,29,0.53,9,0,auto,0
15390,130032,497,13,0.2,14,4,business,1
39867,56719,586,4,0.51,19,8,education,1
22939,132981,668,4,0.08,8,4,business,0
28307,68737,539,26,0.26,12,6,education,0
31828,79453,586,21,0.52,17,9,personal,0
29513,127271,694,27,0.15,12,8,home,0
25502,59536,817,12,0.21,15,7,education,0
31063,70604,359,3,0.67,5,4,business,1
23486,70833,844,17,0.52,2,1,personal,1
47277,34039,602,5,0.4,18,4,auto,1
39258,87839,543,28,0.2,3,9,auto,1
32692,67931,506,4,0.29,5,7,personal,1
39384,59925,674,2,0.45,2,0,auto,0
16958,71003,582,19,0.16,9,9,business,1
36016,103817,777,2,0.39,5,3,home,0
18232,68897,321,2,0.34,17,0,personal,0
11748,107745,648,19,0.38,15,4,home,0
11514,146298,788,1,0.12,13,1,home,1
23738,113709,557,19,0.12,9,1,personal,1
9695,62287,346,25,0.72,2,6,education,1
9070,110726,326,26,0.74,2,3,business,1
28765,53012,326,17,0.35,11,1,personal,0
42662,127252,696,29,0.6,3,2,business,0
31761,61783,444,9,0.51,3,2,home,0
17698,129323,821,23,0.13,10,1,home,0
16123,105727,420,25,0.26,2,6,education,1
36144,88315,761,20,0.27,1,0,home,0
26616,103766,681,28,0.47,6,8,personal,0
38146,66491,717,6,0.46,6,4,business,0
12182,108941,626,26,0.7,11,3,education,1
25833,78584,690,19,0.6,16,2,personal,0
34342,32803,596,25,0.65,1,2,business,1
32331,69625,383,21,0.67,5,2,business,0
47098,138819,445,28,0.61,10,0,auto,0
27128,113361,470,27,0.28,6,1,auto,0
32556,33698,633,13,0.2,11,6,personal,0
22969,54560,723,9,0.45,16,2,education,0
22876,35376,608,19,0.53,13,5,business,1
9949,103654,825,15,0.32,12,3,business,0
25518,33117,646,5,0.64,18,9,personal,1
6670,125519,601,16,0.72,13,4,education,1
25099,76381,646,5,0.45,5,7,home,1
40335,57956,707,21,0.37,13,1,education,0
13716,68786,432,17,0.64,13,9,home,1
39885,146822,405,27,0.07,19,4,business,0
8837,133005,470,9,0.14,19,1,auto,1
48299,123585,549,9,0.64,13,8,auto,0
20159,107778,843,8,0.56,11,1,personal,0
42266,86480,561,21,0.34,16,0,education,0
37877,51695,793,27,0.67,14,3,education,1
22560,21511,543,14,0.3,10,6,home,0
18106,73233,750,10,0.49,2,1,personal,0
47289,131022,589,28,0.49,8,9,education,0
9720,42502,562,6,0.18,8,8,personal,1
38661,70010,613,17,0.25,14,0,home,0
29362,138248,384,1,0.69,14,0,business,1
29258,110341,714,1,0.18,18,7,personal,0
22782,112529,628,25,0.17,15,4,auto,0
42168,93905,344,12,0.39,16,8,business,0
22120,130424,632,10,0.11,14,7,education,0
20790,66489,764,24,0.68,10,5,home,1
28912,120919,499,18,0.12,2,3,home,1
48374,103533,500,28,0.48,5,5,auto,0
43907,101165,628,19,0.29,3,1,personal,0
35812,51949,539,0,0.61,7,4,auto,1
37160,88376,658,16,0.46,12,9,personal,1
20156,99587,659,19,0.32,10,2,auto,0
11672,113059,677,29,0.74,11,2,auto,0
15444,87310,684,17,0.1,17,0,home,0
7784,98798,764,7,0.45,4,7,personal,0
18929,89407,521,12,0.74,6,9,auto,1
2070,93809,664,3,0.53,7,2,education,0
23906,37229,371,18,0.57,5,0,home,1
35618,47385,539,2,0.07,6,3,home,0
46158,62176,803,5,0.06,17,0,home,0
3939,114825,713,27,0.08,14,0,home,0
30841,23260,426,28,0.74,11,0,auto,0
43863,117555,786,5,0.74,5,1,auto,0
17301,23145,826,21,0.28,2,0,home,0
8194,117289,547,5,0.25,14,5,auto,1
6851,27802,781,23,0.15,16,6,auto,0
17378,22263,611,7,0.28,2,0,personal,0
1678,46913,743,24,0.31,17,9,education,0
31640,77788,582,16,0.57,16,0,personal,0
34756,28155,301,9,0.66,9,9,business,1
30777,20922,373,23,0.57,9,8,personal,0
27183,92231,363,4,0.5,5,8,education,0
28445,40672,646,18,0.59,4,0,education,1
2502,58526,623,10,0.57,7,7,personal,0
22665,65344,538,9,0.38,5,2,personal,0
17198,142819,696,2,0.29,3,6,business,0
22411,39014,636,21,0.25,8,0,home,0
16867,93352,640,23,0.53,16,6,education,1
15266,111279,578,9,0.72,6,0,home,1
40422,60324,652,1,0.46,9,2,business,0
36208,134529,762,27,0.69,18,6,auto,1
44002,114075,761,8,0.06,11,0,auto,0
32213,115638,592,4,0.61,19,8,home,1
8367,58698,706,20,0.65,7,4,personal,0
14490,97169,461,16,0.49,10,1,education,1
36362,43384,802,5,0.7,5,3,home,0
39285,23512,747,28,0.46,7,7,personal,0
10219,26066,754,10,0.22,6,3,business,0
7310,51500,564,26,0.2,18,9,personal,1
37307,143775,431,4,0.44,15,4,business,0
30631,98743,419,6,0.68,10,1,home,1
15744,105642,518,6,0.1,6,4,auto,1
20867,149587,716,3,0.47,1,6,education,1
19625,99858,804,20,0.59,10,8,home,1
7378,74800,599,9,0.13,15,7,auto,0
20149,83140,408,29,0.13,14,9,business,1
43133,120364,537,23,0.31,16,5,education,0
12422,132317,592,17,0.24,5,8,personal,1
28926,104954,486,0,0.19,14,6,home,0
38679,22387,335,13,0.19,16,2,personal,0
34171,76160,555,5,0.14,14,0,education,0
14180,79241,734,10,0.48,7,4,home,0
28301,93567,307,13,0.53,19,8,home,1
37931,21799,477,19,0.54,4,7,personal,1
25014,139095,541,28,0.42,18,5,personal,1
31936,55548,340,25,0.72,15,7,auto,1
15336,53895,656,2,0.67,17,7,personal,1
23200,110450,412,15,0.72,1,2,business,1
6470,125669,465,15,0.32,15,5,auto,1
31859,100171,803,6,0.66,16,6,personal,0
15953,60379,377,7,0.58,11,1,home,1
40044,65414,495,26,0.29,9,6,personal,0
39507,93071,701,27,0.12,17,9,education,0
28433,132808,363,3,0.53,15,5,auto,1
26957,127668,724,11,0.15,8,1,home,0
7523,88344,341,11,0.26,18,1,personal,0
22387,98591,672,9,0.4,8,5,education,0
48761,113141,605,11,0.53,3,2,auto,0
32169,112201,508,10,0.7,19,5,auto,1
46641,118303,766,10,0.47,14,8,auto,0
23990,24297,603,14,0.52,2,9,home,0
30661,129513,691,5,0.27,1,0,personal,0
14419,148668,452,28,0.53,5,2,home,0
15457,106479,661,26,0.36,17,1,business,0
3064,118752,563,10,0.65,1,2,personal,1
39083,25008,515,1,0.32,16,1,business,1
11566,106813,842,23,0.38,3,2,personal,0
34085,135481,823,21,0.35,10,3,auto,0
32528,36820,493,26,0.62,19,6,home,0
7130,91548,326,8,0.72,11,1,business,1
41187,42253,345,10,0.28,3,1,auto,0
3042,49202,357,15,0.38,2,1,auto,1
5598,49236,312,12,0.54,3,5,business,1
43982,87156,348,12,0.68,15,7,personal,1
33886,131888,393,21,0.4,9,3,business,0
34477,146381,750,21,0.13,15,9,home,0
49625,80263,678,27,0.31,2,2,education,0
29716,138996,309,17,0.44,6,8,personal,0
13601,119252,815,20,0.34,5,0,auto,0
37018,138632,523,24,0.18,6,9,business,1
9061,94855,680,0,0.08,5,1,education,0
9609,36575,840,19,0.53,12,6,business,1
36371,32204,601,9,0.74,4,2,education,0
45814,31952,502,25,0.69,14,8,personal,1
18485,146610,495,29,0.53,14,0,business,0
21805,103323,621,18,0.64,11,8,business,1
8857,71142,717,16,0.23,1,5,education,0
12620,53872,641,0,0.49,5,0,home,0
9177,49376,688,0,0.09,5,8,auto,1
31111,86084,308,16,0.55,12,8,education,0
24042,31640,831,14,0.73,5,9,business,0
19645,46437,448,28,0.65,13,4,education,1
25405,147129,682,1,0.42,11,6,education,0
12826,107681,828,10,0.6,1,2,business,0
14890,143450,311,20,0.71,12,7,business,1
17892,27903,775,1,0.2,6,2,home,0
47598,103704,352,19,0.61,11,9,home,0
10484,46863,735,8,0.24,12,6,home,1
6495,63381,505,18,0.66,6,3,business,1
29481,48548,353,1,0.12,5,4,personal,0
12267,69956,789,15,0.17,18,6,home,0
41166,94526,643,19,0.55,16,1,auto,0
7743,31467,468,8,0.17,13,3,personal,0
38939,77954,460,19,0.16,7,6,home,1
49773,43901,826,27,0.44,14,2,auto,0
27569,75983,826,20,0.63,1,3,business,1
29552,43301,586,3,0.24,12,9,auto,1
46772,144686,711,28,0.64,3,7,home,1
44730,122542,821,23,0.62,18,2,education,0
29948,105180,498,29,0.46,11,8,education,1
11775,89903,460,12,0.5,7,4,auto,1
4557,123955,688,14,0.08,10,1,business,0
4587,36204,773,19,0.31,19,7,personal,1
17535,39755,680,1,0.23,13,9,education,0
1954,79817,423,27,0.16,14,7,personal,1
47562,22093,371,19,0.32,15,0,business,0
24544,145022,467,17,0.3,6,8,education,0
34455,89537,583,24,0.56,7,1,business,0
42269,116319,793,26,0.47,13,3,home,0
16138,42940,335,29,0.69,16,5,personal,1
43462,93346,474,23,0.15,15,8,home,0
4127,64040,498,8,0.09,18,0,business,0
24147,57322,415,19,0.42,3,8,business,0
46528,148714,614,0,0.05,16,7,auto,1
12559,111544,519,2,0.6,1,6,auto,1
48564,104437,433,22,0.4,1,1,education,0
4395,112969,421,16,0.39,19,6,home,1
26389,127001,720,10,0.3,6,1,home,0
1845,107725,791,23,0.31,11,8,business,0
34932,135784,588,24,0.35,7,3,auto,1
46722,130675,352,7,0.06,3,1,personal,0
39672,114266,504,20,0.11,6,4,business,1
14731,29236,647,11,0.4,1,8,home,1
34122,132073,350,10,0.16,8,3,home,1
36585,92597,339,29,0.6,14,4,business,1
4832,104124,549,27,0.24,4,7,business,0
33332,23902,517,12,0.12,4,2,business,0
13467,119656,478,14,0.21,16,5,home,0
42025,54364,482,24,0.3,11,0,personal,0
14107,127071,463,19,0.07,7,2,home,0
13458,141668,676,24,0.15,1,7,business,1
29666,118983,796,16,0.28,9,9,auto,0
44481,114410,760,11,0.27,6,9,personal,0
3581,40096,773,26,0.61,13,5,education,0
10582,32020,336,18,0.64,12,9,home,1
9418,78473,618,19,0.19,19,3,personal,0
29091,130400,711,10,0.14,17,7,personal,0
30113,64153,655,9,0.49,1,2,business,0
19827,61277,528,16,0.61,9,1,personal,1
15419,107221,563,27,0.72,8,9,home,1
12814,58502,786,21,0.05,2,7,auto,0
34804,35675,651,12,0.34,18,3,personal,0
11024,44365,741,15,0.56,4,8,home,0
44700,107812,758,19,0.63,1,2,business,1
8435,138384,324,19,0.09,12,8,personal,0
2548,98229,430,16,0.53,16,9,education,1
6065,109049,669,4,0.25,18,5,education,0
23880,72148,735,8,0.1,5,4,auto,1
4407,109157,523,21,0.39,16,1,business,0
34407,109247,651,23,0.16,9,5,home,0
33940,125711,784,26,0.57,9,3,personal,1
6666,130090,496,3,0.57,2,4,home,1
38122,113321,408,8,0.64,14,5,education,1
26092,88078,519,15,0.31,11,6,business,1
11109,102598,618,6,0.06,2,3,home,0
36654,90902,381,13,0.23,16,7,personal,0
35932,46465,836,13,0.38,19,4,business,0
27505,52286,731,6,0.54,13,6,personal,1
37713,74795,307,23,0.32,17,5,personal,1
44169,60178,448,15,0.43,1,4,business,1
8746,128139,397,17,0.42,19,6,business,1
12975,99183,400,27,0.17,16,3,personal,0
41522,123845,666,5,0.49,13,6,education,0
16596,69986,761,6,0.36,19,2,personal,0
38953,63201,713,18,0.62,3,7,business,1
34861,63315,558,7,0.53,3,9,auto,1
4880,95396,655,0,0.13,1,3,home,0
44454,75178,310,16,0.39,3,3,personal,0
44539,30745,715,25,0.54,16,0,home,0
44448,143160,549,18,0.11,8,7,personal,1
3785,142658,849,21,0.6,16,4,personal,0
23449,92354,421,6,0.21,13,8,auto,1
15799,99637,364,17,0.4,13,2,business,0
40307,25028,601,29,0.71,11,4,education,1
49784,118261,424,5,0.45,4,3,business,1
48498,68566,611,27,0.35,4,6,home,0
44333,63722,490,20,0.05,15,9,home,1
41828,106623,749,5,0.14,4,4,personal,0
4990,131074,458,0,0.46,8,1,business,0
20073,94974,652,29,0.4,2,5,auto,1
37863,103692,562,9,0.3,15,3,education,0
15549,104084,705,22,0.7,14,5,business,0
19259,59879,316,7,0.28,2,0,personal,1
20790,44767,559,29,0.43,3,0,home,0
10979,137523,654,6,0.45,11,3,business,0
21316,137353,788,8,0.42,7,6,home,0
27183,124417,513,0,0.38,16,6,personal,1
29324,88099,538,25,0.29,7,0,home,1
25624,68657,479,24,0.69,11,4,personal,1
39176,28498,718,10,0.37,2,5,education,0
21245,93667,442,26,0.42,8,4,auto,1
47705,45107,616,28,0.51,7,6,home,0
24790,48793,543,2,0.1,6,5,business,1
27756,22696,531,17,0.6,16,4,education,1
3833,73839,602,5,0.41,11,4,auto,0
6285,109241,630,10,0.51,3,8,business,0
10589,43397,547,4,0.59,18,2,business,1
48476,27704,582,19,0.66,9,8,personal,0
15116,140259,586,3,0.32,17,1,auto,0
8645,142024,331,7,0.62,2,9,business,1
45786,36442,799,9,0.23,10,6,business,0
30150,83788,829,28,0.51,10,5,business,1
11889,149576,680,2,0.12,17,7,education,0
31286,29765,362,12,0.06,8,8,auto,1
38545,135828,427,16,0.12,6,5,personal,1
16994,30002,827,4,0.27,11,1,education,0
36503,148781,462,7,0.07,5,9,education,1
47379,31390,550,18,0.49,10,3,education,0
25662,64436,594,17,0.27,1,2,personal,0
40136,147374,478,0,0.57,8,2,personal,1
27639,104482,528,28,0.08,4,4,education,0
18205,137540,693,3,0.2,7,9,education,0
33930,134548,695,26,0.34,19,0,home,0
8777,26641,371,17,0.32,15,8,personal,0
29315,53709,617,13,0.14,2,3,business,0
48617,131119,678,23,0.75,17,6,auto,1
27973,59309,435,10,0.25,16,6,auto,0
19316,35624,677,28,0.55,14,6,auto,1
28304,29966,418,25,0.2,3,4,education,0
37303,109350,829,27,0.66,19,3,personal,0
31522,54189,822,8,0.32,8,3,home,0
23340,91301,686,12,0.68,17,4,home,1
20830,115758,568,25,0.29,18,5,auto,1
14403,135123,823,16,0.06,1,9,business,0
15516,37223,846,14,0.41,7,6,business,0
20091,122305,785,1,0.42,4,4,business,1
8959,98183,737,5,0.13,3,8,business,0
32932,123552,410,28,0.21,19,8,home,0
31554,24959,621,25,0.6,10,0,home,0
37701,47257,826,27,0.08,3,4,personal,0
4385,117520,476,6,0.39,2,1,home,1
34690,70802,837,1,0.42,5,3,personal,0
11367,107748,772,23,0.53,17,6,personal,0
47505,144125,687,12,0.08,5,9,education,0
34332,136949,397,9,0.46,14,5,home,1
20642,143795,710,15,0.05,16,6,business,1
11789,47215,674,8,0.24,14,2,auto,0
36268,75046,469,7,0.4,19,4,personal,1
21950,140966,355,24,0.69,13,5,auto,0
26563,122193,624,14,0.14,12,5,business,0
40649,141585,559,21,0.17,16,5,personal,1
37404,114593,639,26,0.52,17,8,personal,0
33991,54094,703,6,0.31,6,5,home,0
40065,58669,831,21,0.49,14,1,education,0
48663,56126,473,22,0.75,16,8,auto,1
1350,119889,837,18,0.74,3,3,business,0
19312,99036,459,3,0.3,19,6,education,1
25127,129864,309,8,0.4,7,5,education,1
29853,140333,555,18,0.68,5,8,home,1
38500,36772,643,1,0.11,10,9,personal,0
34785,68586,835,27,0.37,9,2,business,0
19610,71943,672,28,0.31,3,7,education,0
24590,88868,734,26,0.26,10,4,education,0
30443,69855,345,6,0.75,16,5,auto,1
48997,149948,354,21,0.56,9,2,business,0
8170,42218,377,18,0.32,2,2,business,0
14303,121124,790,5,0.63,6,6,education,1
7207,101008,571,14,0.39,5,5,personal,0
13316,77205,849,6,0.66,3,1,business,0
36187,24959,410,5,0.24,7,9,business,0
7240,102979,314,0,0.21,15,7,auto,1
2893,65134,377,27,0.22,6,4,auto,0
14753,45874,800,13,0.43,4,6,auto,0
39090,21301,717,0,0.25,13,2,personal,1
12232,78017,574,24,0.15,5,9,personal,1
18509,63319,793,5,0.75,15,4,business,0
4117,109616,496,27,0.68,7,2,personal,0
37929,106219,675,17,0.49,7,2,auto,0
49291,115192,362,26,0.67,10,0,personal,0
5042,42455,660,16,0.7,13,2,business,0
38201,24112,843,26,0.52,11,6,education,1
27746,77033,409,27,0.41,1,8,home,1
15016,131067,493,1,0.67,11,0,personal,1
26022,130078,818,7,0.45,1,3,education,0
36426,78360,758,20,0.14,3,9,business,0
28938,143089,600,22,0.31,8,6,education,0
44678,102418,795,22,0.36,13,5,education,1
36712,52145,448,1,0.7,7,3,education,0
40978,126924,760,15,0.51,3,2,auto,0
9787,52735,438,3,0.66,2,5,personal,1
2986,92781,591,1,0.58,18,3,education,1
11942,130135,634,22,0.27,5,4,business,0
18458,146031,483,4,0.55,18,1,home,1
13161,148305,606,16,0.19,16,8,home,0
21689,87641,561,1,0.34,7,1,home,0
30163,128049,609,21,0.61,1,3,auto,0
36775,41711,643,13,0.48,9,7,personal,0
34737,25630,723,19,0.63,15,6,home,0
9772,85488,813,6,0.23,1,3,auto,0
36592,23206,823,14,0.57,17,7,business,1
2211,148843,560,17,0.19,9,5,business,0
1229,76289,661,12,0.43,15,7,auto,0
49542,38953,468,11,0.35,10,3,personal,0
15345,120932,499,1,0.44,3,4,business,0
36953,30068,684,11,0.14,5,3,personal,0
32819,147874,611,5,0.3,2,6,auto,1
48779,98930,611,23,0.52,6,3,business,0
17885,75916,694,28,0.44,16,4,business,1
27708,21067,650,0,0.43,12,8,education,0
1048,70658,327,20,0.41,17,7,business,0
20950,72165,432,0,0.71,12,1,home,1
16173,100781,679,14,0.7,17,6,education,1
34737,29859,827,26,0.3,7,1,auto,0
29036,49164,586,15,0.3,16,9,home,1
48321,124946,583,21,0.44,18,2,home,0
6820,100913,526,6,0.12,8,0,personal,0
15292,147580,726,21,0.26,18,1,education,0
4052,122370,326,13,0.21,2,2,personal,0
45377,119251,631,28,0.21,9,4,education,0
24781,40773,416,24,0.5,16,5,education,0
3302,77295,388,18,0.32,17,6,home,0
3283,53939,421,23,0.17,10,4,business,0
49153,68599,332,18,0.67,1,4,personal,1
43567,26114,697,26,0.66,18,7,personal,1
16620,118475,824,27,0.65,15,0,home,0
31461,140370,323,28,0.32,9,8,business,0
21750,32818,624,28,0.09,3,2,education,0
33890,29335,333,22,0.12,16,5,education,1
24183,128355,546,29,0.24,15,3,business,0
10472,75008,318,12,0.2,2,1,education,0
4727,91745,329,20,0.66,10,5,personal,1
47500,63148,348,11,0.74,4,9,personal,1
26523,145373,479,28,0.62,19,7,personal,1
31766,23577,669,0,0.56,17,3,home,0
38726,93916,694,26,0.46,10,7,education,1
1524,24076,795,11,0.59,6,6,home,1
10079,52925,730,3,0.71,1,0,education,0
9399,126081,506,29,0.47,11,4,personal,1
28370,71869,334,28,0.16,16,7,personal,1
17532,79314,712,26,0.16,7,5,business,0
17821,61205,663,14,0.46,3,8,education,0
44162,31095,609,24,0.28,14,6,auto,1
4749,133583,578,15,0.69,4,1,home,0
12353,104715,451,14,0.48,9,0,personal,0
47777,125504,526,7,0.52,15,8,business,1
29477,76680,542,18,0.05,12,4,business,0
25570,48400,309,14,0.4,16,1,personal,0
21837,104297,691,17,0.35,19,3,education,0
12437,133151,347,10,0.54,14,9,business,1
39104,127345,503,8,0.32,4,5,education,1
5551,87346,456,0,0.73,6,8,business,0
3823,107110,325,8,0.52,11,7,home,1
13916,140120,720,27,0.51,4,5,education,0
16167,48562,563,22,0.69,8,3,business,1
42445,60663,828,11,0.75,9,9,personal,1
48636,38510,769,1,0.19,2,4,auto,1
9391,81608,553,10,0.62,3,3,personal,1
13658,92489,845,20,0.16,6,3,education,0
30685,72182,446,13,0.37,2,7,personal,1
24380,124627,625,1,0.12,8,3,personal,1
43431,107667,637,14,0.49,8,2,auto,0
29919,46883,417,20,0.38,3,1,personal,0
3311,123909,464,22,0.49,17,9,business,0
40993,91427,849,20,0.52,11,0,home,1
45333,55844,497,17,0.48,3,4,auto,0
44038,38728,673,26,0.26,12,3,education,0
14560,118923,428,13,0.64,14,9,business,1
49733,31094,713,20,0.44,1,8,education,0
39553,22407,679,27,0.39,12,8,auto,1
26993,75412,300,11,0.74,18,4,auto,1
31492,32644,466,9,0.25,4,4,personal,0
21981,121308,315,13,0.42,3,5,auto,1
25143,105834,411,21,0.53,17,3,education,0
13067,128982,667,14,0.14,13,5,auto,1
24916,80746,401,4,0.3,17,7,home,0
42508,72748,705,1,0.61,17,4,personal,0
47421,79021,806,21,0.22,19,7,auto,0
4815,82651,339,5,0.4,5,7,home,1
32836,56807,847,11,0.49,8,2,education,0
38477,54072,680,1,0.52,2,5,education,0
38275,58398,815,28,0.56,9,0,home,0
40343,48669,796,28,0.66,7,4,home,1
5773,50161,580,3,0.33,16,6,auto,0
13446,27282,650,6,0.54,12,4,personal,1
31733,46539,633,15,0.56,5,2,personal,0
11464,23307,823,0,0.26,6,1,business,0
49632,37745,582,0,0.73,17,1,home,0
22576,59433,618,13,0.66,15,8,education,0
4320,122598,713,10,0.25,10,1,business,0
11750,54555,313,11,0.52,3,6,home,0
38466,21073,355,10,0.55,7,8,home,1
27572,52683,702,5,0.35,2,2,business,0
18948,45741,641,22,0.65,13,6,personal,0
39826,42286,498,11,0.53,14,0,home,1
24515,23599,591,20,0.51,4,5,business,1
28867,148513,740,11,0.2,8,1,auto,0
1726,47293,377,9,0.34,5,9,auto,0
26820,35389,411,7,0.35,12,0,education,1
7697,129649,834,26,0.56,12,4,personal,0
45678,32318,674,19,0.48,11,5,business,0
43025,68875,415,18,0.11,2,1,personal,0
13963,23055,441,6,0.27,5,3,personal,1
2081,141164,496,13,0.38,13,2,business,0
21269,102579,839,3,0.57,18,0,home,0
11776,26320,598,0,0.57,17,0,auto,1
32816,124817,375,26,0.39,6,2,education,0
15196,24642,829,7,0.13,19,1,home,0
43112,112694,399,4,0.26,17,1,personal,0
16958,29321,778,28,0.23,17,9,personal,1
24369,99968,767,7,0.6,18,4,business,0
12689,108293,591,7,0.18,15,4,auto,0
18331,79618,424,27,0.38,4,6,auto,1
38528,122770,818,20,0.52,4,4,education,1
14436,148099,322,23,0.73,5,2,home,1
1066,46044,461,6,0.75,15,9,education,0
31725,41971,805,28,0.72,2,5,personal,1
26212,144982,320,18,0.55,11,2,personal,1
34332,129762,763,3,0.57,3,7,auto,1
26401,134183,782,26,0.58,11,5,personal,0
14393,137159,801,27,0.65,3,6,home,1
4670,149338,608,28,0.72,11,2,home,1
26601,45727,502,22,0.36,2,6,education,1
3251,42559,715,19,0.34,15,8,home,1
46717,93820,441,5,0.37,8,7,personal,1
34572,129062,406,11,0.51,2,1,business,0
28027,103201,828,17,0.59,18,9,auto,0
32846,47476,836,11,0.66,8,9,auto,1
22015,148901,590,17,0.37,12,1,auto,0
10583,82683,610,2,0.3,6,6,business,0
24104,30991,684,9,0.74,2,9,personal,0
13224,105097,352,6,0.21,12,3,home,0
39784,140355,482,2,0.21,12,8,personal,1
31836,90047,668,27,0.55,13,5,education,0
30299,30796,312,18,0.18,9,8,personal,1
14036,23881,459,12,0.33,15,2,personal,0
20933,35668,583,29,0.25,11,5,auto,0
13392,120717,586,3,0.17,9,5,personal,0
8938,54312,307,9,0.46,8,7,business,0
5141,48106,371,5,0.31,18,6,auto,0
24350,112758,397,0,0.37,11,2,education,1
10546,35729,386,5,0.19,5,0,business,0
6335,149354,400,7,0.59,4,1,business,1
6077,90320,580,27,0.27,5,9,education,1
47015,74913,588,14,0.29,7,1,home,0
6611,77026,495,7,0.23,17,0,personal,0
41857,79402,690,21,0.35,18,3,personal,0
36660,141649,749,5,0.37,1,5,home,0
6577,123930,667,28,0.42,16,3,education,0
